Movie Name,Movie Genre,Movie Rating,Movie Votes,Movie Revenue,Movie Year Cleaned,Movie Budget Cleaned,Movie Languages,
Pretty Young Thing,Drama,4.8,558,"5,807",2022, ,Danish,
Scarborough,Drama,7.2,446, ,2021, ,English,
Kiddo,"Drama, Family",7.4,78, ,2023,1771350,"Dutch, Polish, English",
Fear and Loathing in Aspen,"Biography, Comedy, Drama",5.7,433, ,2021, ,English,
Shoplifters of the World,"Comedy, Drama",5.4,1061,"6,259",2021, ,English,
Dancing Queens,"Comedy, Drama",5.7,2074, ,2021, ,Swedish,
Stambul Garden,Drama,6.1,390, ,2021, ,German,
Jalsa,"Drama, Thriller",6.6,6830,"7,062",2022, ,Hindi,
The Tiger's Nest,Adventure,5.7,349,"1,725,789",2022, ,English,
Tango Shalom,"Comedy, Family, Music",5.8,427,"104,538",2021, ,English,
Nemesis,"Crime, Thriller",3.4,1152, ,2021, ,English,
Haita de actiune,"Action, Comedy",4.9,1241,"1,751,518",2023, ,Romanian,
The Black Book,Horror,3.4,225, ,2021,75,English,
Chatrapathi,"Action, Drama",4.4,2614,"6,526",2023, ,Hindi,
Four Walls,"Comedy, Drama",6.6,97, ,2021,25550,English,
Doom of Love,"Drama, Romance",4.9,2286, ,2022, ,Turkish,
The Tale of King Crab,"Adventure, Drama",6.7,961,"39,871",2021, ,"Italian, Spanish",
Defining Moments,Comedy,4.4,247, ,2021,1168000,English,
Hugas,"Crime, Drama, Romance",4.7,518, ,2022, ,Tagalog,
Pushkara,Drama,8.7,350, ,2023, ,Oriya,
Christmas in the Pines,Romance,6.3,446, ,2021, ,English,
Switched Before Birth,Drama,5.8,238, ,2021, ,English,
Ergej irekhgüi namar,Drama,7.7,120,"87,576",2022, ,Mongolian,
Treasure,"Comedy, Crime",5.5,1389,"147,52",2022, ,Turkish,
Annaatthe,"Action, Comedy, Drama",4,10440,"230,333",2021, ,Tamil,
Little Nicholas - Happy as Can Be,"Animation, Comedy, Family",7.2,715,"3,813,788",2022, ,French,
Torn: A Wicked Trilogy,"Drama, Fantasy, Romance",5.2,316, ,2022, ,English,
Bridge of the Doomed,"Action, Horror, Thriller",3.5,875, ,2022, ,English,
Adopting Audrey,Drama,5.5,331, ,2021, ,English,
Cha wu ci xin,"Crime, Mystery, Thriller",7.1,149, ,2022, ,Thai,
Kaliwaan,"Crime, Drama, Thriller",6.5,539, ,2022, ,Tagalog,
Pappachan Olivilaanu,"Comedy, Family",5.2,219,"1,968",2023, ,Malayalam,
Annhi Dea Mazaak Ae,Comedy,5.9,274,"154,922",2023,0.084,Punjabi,
El Castigo,Drama,7.3,238,"11,219",2022, ,Spanish,
June Zero,"Drama, History",7.4,101, ,2022, ,Hebrew,
The Girl and the Spider,Drama,6,1564,"2,278",2021, ,German,
Moon Manor,"Biography, Comedy, Drama",5.8,582,"46,752",2022, ,English,
The Haddonfield Nightmare,"Horror, Thriller",4.9,155, ,2021, ,English,
Werewolf Castle,"Fantasy, Horror",3.8,1373, ,2021, ,English,
Shaakuntalam,"Drama, Fantasy, Romance",4.4,1634,"26,596",2023, ,"Telugu, Hindi, Tamil, Malayalam, Kannada",
Guns of Eden,Action,3.2,343, ,2022, ,English,
Mount Hideaway Mysteries: Heartache and Homecoming,"Crime, Mystery, Thriller",5.6,71, ,2022,200,English,
Pink Moon,Drama,7.1,311,"21,403",2022, ,Dutch,
Love Will Tear Us Apart,Romance,6.3,295,"45,060,290",2021,"10,000,000",Mandarin,
National Theatre Live: Straight Line Crazy,Drama,8,78,"68,623",2022, ,English,
We Are Still Here,Drama,6.4,147,"114,311",2022,2520000,"Maori, Samoan, English",
"Mi iubita, mon amour",Drama,6,259,"39,79",2021, ,"French, Romanian, Romany",
Last the Night,"Horror, Thriller",4.6,9174, ,2022, ,English,
Deadly Cuts,Comedy,5.9,1317,"229,633",2021, ,English,
Incantation,"Horror, Thriller",5.4,76, ,2021, ,English,
A Dangerous Affair,"Romance, Thriller",4.7,194, ,2022, ,English,
"Zodi & Tehu, frères du désert","Adventure, Family",6.4,96,"1,662,137",2023, ,French,
Lord of the Ants,"Biography, Drama",6.8,1074,"1,667,856",2022, ,Italian,
Girl Friday,Drama,5.5,237, ,2022, ,Tagalog,
Animals,"Crime, Drama",6.5,572, ,2021, ,French,
Supereroi,"Comedy, Drama, Romance",6.7,1492,"997,624",2021,4200000,"Italian, English, Danish",
Cloudy Mountain,"Action, Adventure, Drama",5.4,880,"58,346,882",2021, ,Chinese,
Toves værelse,"Biography, Drama",7.2,169, ,2023,840,Danish,
Walk Up,Drama,6.6,424,"42,247",2022, ,Korean,
Repeater,Action,4,304, ,2022, ,English,
Women,"Crime, Drama, Horror",4.3,732,"49,057",2021, ,English,
"A Todo Tren 2: Sí, les ha pasado otra vez",Comedy,4.2,1563,"7,187,470",2022, ,Spanish,
Toolsidas Junior,"Drama, Family, Sport",7.4,2576, ,2022, ,Hindi,
Yuni,Drama,7.4,1429,"7,486",2021, ,Indonesian,
Wolf Garden,"Horror, Thriller",3.9,774, ,2023, , ,
Eugénie Grandet,Drama,6.3,317,"1,428,310",2021, ,French,
Tadap,"Action, Drama, Romance",5.1,4696,"302,391",2021,0.24,Hindi,
Polis Evo 3,"Action, Adventure, Comedy",7.1,250, ,2023,1260000,Malay,
Le processus de paix,Comedy,5.6,70,"429,755",2022, ,French,
Why?,Horror,3.6,408, ,2021, ,English,
Ritual,Thriller,6.1,542, ,2022, ,Dutch,
The Novelist's Film,Drama,6.8,1227,"99,486",2022, ,Korean,
The Lurking Fear,Horror,2.9,86, ,2023,"3,500,000",English,
The Sparring Partner,"Crime, Drama",7.2,1272,"5,623,187",2022, ,Cantonese,
Strength of a Woman,Romance,6.5,307, ,2023, ,English,
The Deal,"Drama, Thriller",4.4,350, ,2022,"1,000,000",English,
Never Say Never,"Action, Drama",6.8,382,"22,103",2023, ,Mandarin,
Une comédie romantique,"Comedy, Drama, Romance",5.6,70,"76,143",2022, ,French,
Love Spreads,Comedy,3.7,200, ,2021, ,English,
"Costa Brava, Lebanon",Drama,6.7,888,"71,234",2021, ,Arabic,
Key to Love,"Drama, Romance",5.6,152, ,2023, ,English,
Christmas Full of Grace,"Comedy, Romance",4.4,691, ,2022, ,Portuguese,
Lomad,"Crime, Drama, Thriller",8.3,248, ,2023, ,Hindi,
The Domestic,Horror,3.6,145, ,2022,600,English,
No Witnesses,Crime,3.2,109, ,2021, ,English,
Deadly Garage Sale,Thriller,5.6,192, ,2022, ,English,
Marokkaanse bruiloft,"Comedy, Romance",5.9,361,"1,395,483",2022, ,Dutch,
Land of Dreams,Comedy,5,347, ,2021, ,English,
"Sophia, der Tod und ich","Comedy, Drama, Fantasy",6.1,112,"212,877",2023, ,"German, French",
Grace and Grit,"Biography, Drama, Romance",5.1,350, ,2021, ,English,
Flirts,Comedy,7.8,244, ,2022, ,English,
Bheeshma Parvam,"Action, Crime, Drama",7.6,12544,"5,779,651",2022, ,Malayalam,
Buba,"Comedy, Drama",5.9,2740, ,2022, ,German,
Perfect Strangers,"Comedy, Drama",5.8,5218, ,2022, ,Arabic,
Sweet As,Drama,6.7,154,"2,681",2022, ,English,
Grand Expectations,Drama,6.6,355,"1,594,774",2022, ,French,
Jikirag,Horror,3,176, ,2022, ,English,
Chandigarh Kare Aashiqui,"Comedy, Crime, Drama",6.8,14953,"179,863",2021, ,Hindi,
Abducted,Thriller,4.5,111, ,2021,182500,English,
Lulli,"Comedy, Romance",4.8,1736, ,2021, ,Portuguese,
Her Way,Drama,6.5,574,"231,832",2021, ,"French, English",
Larry,Drama,7.9,1286,"157,941",2022, ,Hungarian,
O Saathiya,"Comedy, Musical, Romance",8.5,7435, ,2023, ,Telugu,
Jathi Ratnalu,Comedy,7.3,7903,"731,273",2021, ,Telugu,
#DoYouThinkIAmSexy?,"Drama, Thriller",5.5,360, ,2022, ,Tagalog,
Dead Bride,"Horror, Thriller",3.5,259,"561,918",2022, ,English,
Jamojaya,"Drama, Music",6.8,73, ,2023, ,English,
Kitchen Brigade,"Comedy, Drama",6.2,914,"3,289,732",2022, ,French,
I Piss on Your Corpse,Horror,3.2,75, ,2021, ,German,
Scream: Legacy,"Horror, Mystery, Thriller",5.6,413, ,2022, ,English,
Bring Him Back Dead,Action,4,250, ,2022,"1,000,000",English,
Causality,"Drama, Mystery, Thriller",5.2,476, ,2021, ,Spanish,
Beneath the Old Dark House,Horror,5,175, ,2022,100,English,
The Grand Duke of Corsica,"Comedy, Drama",4.8,441, ,2021,"7,000,000","English, German",
Get Away If You Can,"Drama, Mystery, Thriller",3.2,259, ,2022, ,English,
Black as Night,"Drama, Horror, Thriller",4.4,2262, ,2021, ,English,
Stay with Us,Comedy,5.9,354,"3,501,810",2022, ,French,
Squeal,"Comedy, Drama, Fantasy",5.6,338, ,2021, ,Latvian,
Boso Dos,"Crime, Drama, Thriller",5.6,373, ,2023, ,Tagalog,
Akhanda,"Action, Drama",6.9,19270,"253,348",2021, ,Telugu,
The Influencer,Drama,5.5,403, ,2022, ,Tagalog,
Ghostwriter,Thriller,7.1,76, ,2021, ,English,
Cet été-là,"Comedy, Drama",5.6,127,"450,747",2022, ,"French, Spanish",
Y todos arderán,Horror,5.4,196, ,2021, ,Spanish,
Magnetic Fields,"Comedy, Drama",6.8,1610, ,2021, ,Greek,
War of the Worlds: Annihilation,"Action, Sci-Fi, Thriller",2.4,508, ,2021,"22,000,000",English,
No Land's Man,Drama,8.6,85, ,2021, ,English,
My Struggle,Biography,4.8,260, ,2021, ,English,
Digital Village,Comedy,7.2,179, ,2023, ,Malayalam,
Hui Buh und das Hexenschloss,"Adventure, Comedy, Family",5.2,264,"3,575,400",2022, ,German,
The Virgin of Highland Park,"Comedy, Drama",7.6,230, ,2022, ,English,
New Normal,Horror,6.8,138, ,2022, ,Korean,
Teambuilding,Comedy,6.5,7146,"5,116,145",2022, ,Romanian,
Maksym Osa,"History, Mystery, Thriller",6.2,404, ,2022,1026000,Ukrainian,
The Great Indian Kitchen,"Comedy, Drama",8.1,9427, ,2021, ,Malayalam,
Forensic,"Crime, Thriller",6.3,3204, ,2022, ,Hindi,
Marui Video,"Horror, Mystery, Thriller",5,274,"1,321,380",2023, ,Korean,
Murder Party,"Comedy, Mystery",5,702,"730,128",2022, ,French,
The Hunted,"Action, Thriller, War",7.7,249, ,2022,31500,English,
Ghosts of the Ozarks,"Horror, Mystery, Thriller",4.6,591,"91,731",2021, ,English,
My Special Boy,Horror,6.5,203, ,2022, ,English,
Irréductible,Comedy,6.1,1630,"5,727,929",2022, ,"Swedish, French",
Let the Dance Begin,"Comedy, Drama, Music",6.9,331,"153,43",2023, ,Spanish,
Sound of Violence,"Crime, Horror, Thriller",4.8,1180, ,2021, ,English,
"Love, Sex and 30 Candles","Drama, Romance",4.2,145, ,2023, ,English,
Rakshak India's Braves,"Action, Biography",7.6,199, ,2023, ,Hindi,
Baang,Thriller,7.6,85, ,2023, ,Kannada,
Prancer: A Christmas Tale,"Drama, Family, Fantasy",6,306, ,2022, ,English,
Jockey,Drama,6.3,1361,"121,01",2021, ,English,
Dating & New York,Comedy,4.8,832,"47,215",2021, ,English,
Venus as a Boy,"Drama, Romance",4.5,179, ,2021, ,English,
Mandela,"Comedy, Drama",8.4,7959, ,2021,600000,Tamil,
Game of Love,"Comedy, Romance",6.1,425, ,2023, ,English,
Trafficked: A Parent's Worst Nightmare,Drama,3.8,305, ,2021,400,English,
Együtt kezdtük,"Comedy, Drama, Romance",6.4,838,"206,375",2022, ,Hungarian,
Alarmed,Thriller,5.7,96, ,2023, ,English,
The Big Bull,"Biography, Crime, Drama",5.7,16630, ,2021, ,Hindi,
Usekovanje,"Comedy, Drama",7.5,288, ,2022, ,Serbian,
Peace River,Drama,6.2,115, ,2022, ,English,
Rosé All Day,Comedy,4.5,83, ,2022, ,English,
My Beautiful Man: Eternal,"Drama, Romance",7.4,155,"3,147,751",2023, ,Japanese,
Dos más dos,Comedy,4.5,106,"369,145",2022, ,Spanish,
Gentleman,"Action, Crime",5.6,182, ,2022, , ,
Another One,Comedy,5.8,1354,"1,689,389",2022, ,Arabic,
The Seven Deadly Sins: Grudge of Edinburgh Part 2,"Animation, Action, Adventure",6.2,289, ,2023, ,Japanese,
Crossfire,Action,4.5,681, ,2023, ,English,
Pathu Thala,"Action, Crime, Drama",6.9,9396,"58,258",2023, ,Tamil,
Fanfic,Drama,5.7,925, ,2023, ,Polish,
Paachuvum Albhuthavilakkum,"Comedy, Drama",7.3,2970,"312,415",2023, ,"Malayalam, Telugu",
Janhit Mein Jaari,"Comedy, Drama, Romance",6.8,7849,"487,927",2022, ,Hindi,
The Beautiful Summer,Drama,4.9,108,"239,144",2023, ,Italian,
White Sky,"Action, Sci-Fi",2.9,359, ,2021, ,English,
Blood Pageant,"Comedy, Horror, Thriller",2.4,294, ,2021, ,English,
Checkmate,"Action, Comedy",8,23943, ,2023,840000,Hindi,
Legend of Destruction,Animation,8,235, ,2021,"3,000,000","English, Hebrew",
Courting Mom and Dad,Family,3.3,227, ,2021,"1,000,000",English,
The Area 51 Incident,"Horror, Sci-Fi",5.4,387, ,2022, ,English,
The Greatest Inheritance,"Comedy, Family",3.9,216, ,2022, , ,
Sonata,Drama,7,377, ,2021, ,Polish,
My Father's Violin,Drama,6.4,3919, ,2022, ,Turkish,
Frontiers,"Drama, Thriller",5.9,85, ,2023, ,French,
Varvara,Drama,8.3,105, ,2023,630000,Romanian,
The Dead Girl in Apartment 03,Horror,3.7,363, ,2022, ,English,
Thomas mot Thomas (en sensasjonell teori om det ubetydelige livet i multiverset),"Comedy, Drama",7,291,"141,658",2022, ,Norwegian,
Like Sheep Among Wolves,"Crime, Drama, Thriller",6.9,72,"48,381",2023, ,Italian,
No Vacancy,Drama,7.4,112, ,2022, ,English,
Detective Chinatown 3,"Action, Adventure, Comedy",5.6,2416,"686,257,563",2021,"116,630,000","Chinese, Mandarin, English, Japanese",
Qorin,"Horror, Mystery, Thriller",4.9,570, ,2022, ,Indonesian,
Dragon Knight,Fantasy,3.5,2180, ,2022, ,English,
Quantum Cowboys,"Animation, Comedy, Sci-Fi",7.4,100, ,2022, , ,
Inland,Drama,5.8,81,"17,685",2022, ,English,
Pups Alone,"Comedy, Family",3.4,1414,"149,067",2021, ,English,
Tina & Bettina 2: The Comeback,Comedy,5.1,88,"947,846",2023, ,Norwegian,
Skater Girl,"Drama, Family, Sport",6.6,4787, ,2021, ,English,
Dying to Sleep,"Drama, Mystery, Thriller",8.9,74, ,2023, ,English,
My Fiona,Drama,5.8,276, ,2021, ,English,
The Rite of Spring,Drama,6.6,457,"53,679",2022, ,"Spanish, Catalan",
The Holiday Fix Up,"Drama, Romance",6.5,944, ,2021, ,English,
Unidentified Objects,"Comedy, Drama, Sci-Fi",6.8,150, ,2022, ,English,
The Door Into Summer,Sci-Fi,6.4,1080, ,2021, ,Japanese,
The Justice of Bunny King,Drama,6.7,648,"142,591",2021, , ,
Wet Sand,Drama,7,657, ,2021, ,Georgian,
The Darkness of the Road,"Drama, Horror, Mystery",4.6,124, ,2021, ,English,
Save Christmas,"Comedy, Family, Fantasy",9,258,"42,056",2022,"5,000,000","English, Italian",
The Road to Galena,Drama,5.4,150, ,2022, ,English,
Aquarium of the Dead,"Action, Comedy, Horror",2.9,1061, ,2021, ,English,
Almost Pyaar with DJ Mohabbat,"Drama, Musical, Romance",4.9,977, ,2022, ,English,
Ask Me to Dance,Romance,5.1,394, ,2022, ,English,
Die drei ??? - Erbe des Drachen,"Adventure, Family, Mystery",5.7,437,"15,860,016",2023, ,German,
Persona non grata,Drama,6.5,1094,"84,032",2021, ,Danish,
Picture Me Dead,Thriller,4.9,95, ,2023, ,English,
Ladki: Enter the Girl Dragon,"Action, Drama, Romance",4.3,324, ,2022, ,Telugu,
The Pebble and the Boy,Drama,5.9,687,"137,23",2021, ,English,
I Am Mortal,"Drama, Sci-Fi",3.3,547, ,2021, ,English,
Ditched,Horror,4,804, ,2021,730000,English,
The Way Out,"Drama, Horror, Mystery",5.2,117, ,2022, ,English,
Infinity,Crime,4.1,122, ,2023, ,Tamil,
Hey You!,"Romance, Thriller",4.6,130, ,2022, ,English,
Bachchhan Paandey,"Action, Comedy, Crime",5.1,36362,"7,387,882",2022, ,Hindi,
La paradoja de Antares,"Drama, Sci-Fi",6.3,255,"5,009",2022, ,Spanish,
Cop Secret,"Action, Comedy",6,1160,"588,651",2021, ,"Icelandic, English, Mandarin, German",
La desconocida,Drama,6.2,186,"47,87",2023, ,Spanish,
I Am the Abyss,Thriller,5.5,538,"369,297",2022,7015260,Italian,
Money Back Guarantee,"Action, Comedy, Thriller",8.1,2614,"35,368",2023, ,Urdu,
Detective Conan: The Scarlet Bullet,"Animation, Action, Crime",6.2,1565,"95,371,578",2021, ,Japanese,
Utama,Drama,7.2,1765,"291,953",2022, ,"Quechua, Spanish",
8 A.M. Metro,Drama,6.8,119, ,2023, ,Hindi,
Bullet Train Down,Action,3.2,278, ,2022, ,English,
Boxing Day,"Comedy, Romance",5.5,1305,"878,769",2021, ,English,
Plancha,Comedy,5.2,413,"3,965,795",2022, ,French,
Double XL,"Comedy, Drama",4.6,4252,"15,904",2022, ,Hindi,
Behemoth,"Horror, Mystery, Thriller",4.6,780, ,2021,65,English,
King of Terrors,Horror,4.2,92, ,2022, ,English,
Poser,"Drama, Music",5.9,556,"42,179",2021, ,English,
Summoning the Spirit,Horror,8.1,174, ,2023, ,English,
Dawn of the Beast,"Horror, Mystery",4.1,957, ,2021, ,English,
Heavens Above,"Comedy, Drama, Fantasy",6.1,1107,"103,356",2021, ,Serbian,
40-Love,"Comedy, Sport",5.3,322, ,2021, ,English,
COVID-19: Invasion,"Action, Thriller",1.9,203, ,2021,"3,000,000",English,
Lui,"Drama, Thriller",4.8,342,"1,429,915",2021,5460000,"French, English",
Oskars Kleid,"Comedy, Drama",5.6,496,"4,727,980",2022, ,"German, Spanish",
Until Branches Bend,Drama,6.5,84, ,2022, ,English,
The Desperate Riders,Western,3.4,397, ,2022, ,English,
F*ck Love Too,"Comedy, Romance",3.8,1372, ,2022, ,Dutch,
Not to Forget,Drama,4.9,11191, ,2021, ,English,
AMANET,Comedy,7.1,110, ,2022, ,Bosnian,
A Gaza Weekend,Comedy,6.5,123, ,2022, ,Arabic,
Miracle: Letters to the President,Drama,7.3,1057,"3,547,112",2021, ,Korean,
Sila Nerangalil Sila Manidhargal,Drama,8,977,"4,991",2022, ,Tamil,
A Piece of Sky,"Drama, Romance",6.6,335,"25,332",2022, ,Swiss German,
Dark Satellites,Drama,6.6,115, ,2022, ,German,
Spitfire Over Berlin,"Action, Drama, War",3.1,1611,"11,546",2022, ,English,
The Curse of La Patasola,Horror,3.4,426, ,2022, ,English,
The Anchor,"Mystery, Thriller",5.5,542,"1,346,548",2022, ,Korean,
Collision,"Crime, Drama, Thriller",4.1,1159, ,2022, ,English,
Meet Me in Paris,Romance,6,90, ,2023,100,English,
Stuck Apart,"Comedy, Drama",6,11164, ,2021, ,Turkish,
Raavan,"Action, Thriller",6.6,2175,"2,158,734",2022,372000,Bengali,
Chest,"Crime, Horror, Sci-Fi",4.8,175, ,2022,25,English,
Potato Dreams of America,"Biography, Comedy, Drama",6.4,725, ,2021, ,English,
They Crawl Beneath,Horror,3.2,488,"12,693",2022, ,English,
Demigod,Horror,3.8,2202, ,2021, ,English,
Weathering,Thriller,4.1,482, ,2023, ,English,
La ruche,Drama,6.2,126,"36,452",2021, ,French,
Rehana,Drama,7.2,1443, ,2021, ,Bengali,
Repeat,"Drama, Mystery, Sci-Fi",5.2,472, ,2021, ,English,
Neelavelicham,"Drama, Horror, Romance",6,1260,"110,661",2023, ,Malayalam,
Stranger,"Horror, Thriller",2.8,133, ,2022, ,English,
Blind,"Crime, Drama, Thriller",4,6076, ,2023, ,Hindi,
Ramon,"Action, Comedy",6.9,921,"1,022,412",2023, ,Romanian,
Missed Connections,"Comedy, Romance",4.2,223, ,2023, ,Tagalog,
Stranger Next Door,Thriller,5.1,124, ,2022, ,English,
Video Shop Tales of Terror,"Horror, Mystery, Thriller",6.1,594, ,2023, ,English,
Vichitram,"Drama, Horror, Thriller",6.5,2368,"2,106",2022, ,Malayalam,
Coma,"Drama, Fantasy, Mystery",6.2,391, ,2022,262500,"Italian, French, English, German",
We Might As Well Be Dead,Drama,6.2,242, ,2022, ,German,
Mummy Dearest,"Horror, Mystery, Thriller",2.4,187, ,2021, ,English,
Karaoke,"Comedy, Drama",7.4,920, ,2022, ,Hebrew,
The Mute Man of Sardinia,Drama,6.2,146,"189,548",2021,315,Sardinian,
Override,"Crime, Sci-Fi, Thriller",3.9,2769, ,2021, ,English,
Death of a Girlfriend,"Mystery, Romance, Thriller",6.2,496, ,2021, ,Tagalog,
Blanquita,Drama,6.5,188, ,2022, ,Spanish,
The Taming of the Shrewd,"Comedy, Romance",4.6,1122, ,2022, ,Polish,
Ranah 3 Warna,Drama,6.7,131, ,2021, ,Indonesian,
Resisting Roots,"Drama, Romance",5.5,330, ,2022, ,English,
Popcorn,Drama,5.3,285, ,2023, ,Telugu,
A Strange Path,"Drama, Mystery",6.9,153, ,2023, ,Portuguese,
Minus 31: The Nagpur Files,"Crime, Mystery",7.2,1126, ,2023, ,Hindi,
The Razing,"Drama, Horror, Mystery",4.8,746, ,2022, ,English,
The Garage,Comedy,5.6,1774,"128,079",2022, ,Turkish,
Ammu,Drama,6.6,1175, ,2022, ,Telugu,
Wired Shut,"Horror, Thriller",4.6,8310, ,2021, ,English,
Nightshade,"Crime, Thriller",3.9,306, ,2022, ,English,
Moonbound,"Animation, Adventure, Comedy",4.8,602,"8,852,799",2021,7980000,German,
Maestro,"Crime, Drama, Music",6.7,1313, ,2021, ,Telugu,
PussyCake,Horror,4.7,397, ,2021, ,Spanish,
Bo,"Drama, Romance",6.4,116, ,2022, ,English,
Ariel: Back to Buenos Aires,Drama,7.1,706, ,2022, ,English,
Jacir,"Drama, Music",6.8,235, ,2022,"1,500,000","English, Arabic",
My Fairy Troublemaker,"Animation, Adventure, Comedy",5.2,319,"6,749,189",2022, ,"English, German, French",
Jaadugar,"Comedy, Drama, Fantasy",6.9,11262, ,2022, ,Hindi,
Gatta Kusthi,"Comedy, Drama, Romance",6.5,2462,"52,797",2022, ,Tamil,
Thallumaala,"Action, Comedy, Drama",7,5612,"2,587,493",2022, ,Malayalam,
Centaur,"Action, Adventure, Crime",5.3,1455, ,2022, ,Spanish,
Hero Mode,"Adventure, Comedy, Family",4.6,1350,"21,178",2021, ,English,
Sinam,"Action, Crime, Drama",5.2,678,"116,159",2022, ,Tamil,
Happier Than Ever: A Love Letter to Los Angeles,Music,7.3,1643, ,2021, ,English,
Driving Mum,"Comedy, Drama",6.9,242,"160,311",2022, ,Icelandic,
Luzzu,Drama,6.9,1761,"51,557",2021, ,"Maltese, English",
Head Bush,"Action, Biography, Crime",6.2,1233,"370,556",2022, ,Kannada,
The Hunting,"Horror, Mystery, Thriller",3.1,447, ,2021, ,English,
Remember Me: The Mahalia Jackson Story,"Biography, Drama, Music",5.8,136, ,2022, ,English,
Triple Riding,"Comedy, Romance",4.8,151, ,2022, ,Kannada,
Mutant Ghost Wargirl,"Action, Sci-Fi",5.1,157, ,2022, ,Chinese,
Possession,Horror,5,568,"17,731",2022, ,"Norwegian, Saami",
Favorite Son,Drama,6.4,200, ,2021, ,English,
"Mon chat et moi, la grande aventure de Rroû","Drama, Family",6,117,"1,844,822",2023, ,French,
Siklo,Drama,6.3,534, ,2022, ,Tagalog,
Wild Game,"Comedy, Drama",7.6,177,"828,861",2023, ,Icelandic,
Yudo: The Way of the Bath,"Comedy, Drama",6.7,82,"2,681,954",2022, ,Japanese,
Anbarivu,Drama,5.9,1702, ,2022, ,Tamil,
Sherdil,"Comedy, Drama",6.6,2841, ,2022, ,Hindi,
Fangs Out,Horror,2.9,87, ,2023, ,English,
Salmon 3D,"Romance, Thriller",6,136, ,2023,1800000,"Hindi, Tamil, Marathi, Malayalam, Telugu, Kannada, Bengali",
Madres,Horror,4.8,1686, ,2021,"12,000,000","English, Spanish",
PROJECT C - Chapter 2,Drama,7,225, ,2022, , ,
Godspeed,Drama,6.5,2608, ,2022, ,Turkish,
Me You Madness,Comedy,3.8,1365, ,2021, ,English,
Luchshiye v adu,War,6.5,688, ,2022, ,Russian,
What We Know,Drama,6.4,91,"7,177",2021, ,Catalan,
Holy Shit!,"Action, Comedy, Thriller",5.9,610,"4,178",2022, ,"German, English, Japanese",
Under the Stadium Lights,"Action, Drama, Sport",3.9,456, ,2021, ,English,
The Huntress of Auschwitz,"Horror, Thriller, War",2.6,1473, ,2022, ,English,
Phases of the Moon,"Drama, Romance",6,118,"7,564,756",2022, ,Japanese,
The World After Us,"Drama, Romance",6.2,489,"70,59",2021, ,French,
Ox-Head Village,"Horror, Mystery",4.9,367,"3,250,402",2022, ,Japanese,
Zlatni decko,Sport,6.3,970,"696,097",2022, ,Serbian,
Le temps d'un été,"Comedy, Drama",6.7,119, ,2023,5840000,French,
Anni Manchi Sakunamule,"Drama, Family, Romance",6.1,554,"23,238",2023, ,"Hindi, Tamil, Telugu, English, Italian",
Kuttavum Shikshayum,"Action, Crime, Drama",6.3,1107,"12,833",2022,1020000,Malayalam,
Qodrat,"Action, Drama, Fantasy",6.4,716,"15,404",2022, ,Indonesian,
Antakshari,Thriller,6.5,1405, ,2022, ,Malayalam,
One,"Drama, Thriller",6.2,2968,"65,665",2021,0.132,Malayalam,
Adarna Gang,Action,5.9,146, ,2022, ,Tagalog,
Ape vs. Mecha Ape,"Action, Fantasy, Horror",5.3,98, ,2023, ,English,
Komutan,Action,5.8,650,"92,479",2022, ,Turkish,
Eating Miss Campbell,"Comedy, Horror",4.6,438, ,2022, ,English,
Hanging Gardens,Drama,7.8,72, ,2022, ,Arabic,
Corona Papers,"Action, Drama, Thriller",6.6,1441,"31,392",2023, ,Malayalam,
Secret Society,Drama,4.7,657, ,2021,"5,000,000",English,
The Legend & Butterfly,"Drama, History, Romance",6.3,429,"16,087,771",2023, ,Japanese,
Colonials,Sci-Fi,2.5,323, ,2023, ,English,
A Girl and a Guy,"Comedy, Romance",5.1,195, ,2021, ,Tagalog,
A Thousand Lines,Drama,6.3,727,"2,025,366",2022, ,German,
Jungle Cry,"Drama, Sport",7.3,5924, ,2022,"4,000,000",English,
The Fear Footage: 3AM,Horror,4.2,276, ,2021,2,English,
42 segundos,"Adventure, Biography, Drama",6.6,989,"1,117,465",2022, ,"Spanish, Catalan, Italian, English, Croatian",
Stammisar,"Drama, Romance",4.9,145, ,2022, ,Swedish,
Night Caller,"Horror, Mystery, Thriller",5.5,106, ,2021, ,English,
Tom and Jerry: Cowboy Up!,"Animation, Adventure, Comedy",5.2,589, ,2021, ,English,
Who Killed Cooper Dunn?,Mystery,4.8,309, ,2022, ,English,
Presencias,Drama,4.1,200,"17,006",2022, ,Spanish,
Christmas with the Chosen: The Messengers,Music,7.7,876,"13,728,000",2021, , ,
Hero,"Biography, Drama, History",6.2,202,"24,392,492",2022, ,Korean,
House Red,Horror,5.1,115, ,2022, , ,
Faces of Anne,"Mystery, Thriller",6,492,"42,912",2022, ,Thai,
Yellow Bird,Comedy,4.2,237, ,2023, ,English,
Mediterranean Fever,"Comedy, Drama",6.6,445,"42,575",2022, ,"Arabic, Hebrew, English",
Popuran,Comedy,5.9,200, ,2022, ,Japanese,
Freda,Drama,6.3,227,"66,59",2021, ,"Haitian, English, French",
She Inherited Danger,Thriller,5.7,136, ,2023, , ,
Floodlights,Drama,7.3,183, ,2022, ,English,
Implanted,"Sci-Fi, Thriller",4.5,4736, ,2021, ,English,
Concerned Citizen,"Comedy, Drama",6.1,313, ,2022, ,Hebrew,
