Movie Name,Movie Genre,Movie Rating,Movie Votes,Movie Revenue,Movie Year Cleaned,Movie Budget Cleaned,Movie Languages,
The 355,"Action, Thriller",5.6,34607,"27,827,745",2022,"75,000,000","English, Chinese, Spanish, French, German, Arabic",
All Fun and Games,"Horror, Thriller",4.4,695,"123,494",2023, ,English,
Nimona,"Animation, Action, Adventure",7.6,31801, ,2023, ,English,
Deep Water,"Drama, Mystery, Thriller",5.5,53367, ,2022,"48,917,499",English,
Saptha Sagaradaache Ello - Side A,"Drama, Romance",8.4,4079,"37,253",2023, ,"Kannada, Telugu, Tamil, Hindi, Malayalam",
Watcher,"Drama, Horror, Thriller",6.3,36854,"3,199,952",2022, ,"English, Romanian",
The Jester,"Horror, Mystery, Thriller",5.2,124,"11,675",2023, ,English,
Robots,"Comedy, Romance, Sci-Fi",5.5,5137,"203,871",2023, ,English,
Influencer,"Horror, Mystery, Thriller",6.1,8801,"226,682",2022, ,English,
Black Widow,"Action, Adventure, Sci-Fi",6.7,409319,"379,751,655",2021,"200,000,000","English, Russian, Norwegian, Hungarian, Macedonian, Finnish",
Puppy Love,Comedy,6.3,3963,"66,178",2023, ,English,
Monster,"Drama, Thriller",8.1,2333,"1,255,780",2023, ,Japanese,
There's Something Wrong with the Children,"Horror, Mystery",5,5502, ,2023, ,English,
The Ritual Killer,"Crime, Mystery, Thriller",4.2,5461,"321,801",2023,"17,000,000","English, Italian",
We Have a Ghost,"Adventure, Comedy, Family",6.1,29867, ,2023, ,English,
Emily,"Biography, Drama, History",6.8,6780,"4,306,342",2022, ,"English, French",
Borders of Love,Drama,5.6,432,"492,3",2022,892500,Czech,
Missing,"Drama, Mystery, Thriller",7.1,50636,"48,767,848",2023,"7,000,000","English, Spanish",
Follow Her,Thriller,5.2,944,"58,09",2022, ,English,
Kannur Squad,"Action, Crime, Drama",8.5,2623,"1,738,335",2023, ,Malayalam,
Lady Chatterley's Lover,"Drama, Romance",6.6,20939, ,2022, ,English,
On Fire,"Drama, Mystery, Thriller",6,119,"205,118",2023,"4,000,000",English,
The Hating Game,"Comedy, Romance",6.2,23102,"1,550,834",2021, ,English,
Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,416817,"432,243,292",2021,"200,000,000","English, Mandarin",
Gadar 2,"Action, Adventure, Drama",5.5,19553,"1,740,275",2023, ,"Hindi, Punjabi, Kannada, Tamil, Telugu, Malayalam",
Fear Street: Part Two - 1978,"Drama, Horror, Mystery",6.7,72421, ,2021, ,English,
Thank You for Coming,Comedy,7.1,6460,"12,92",2023, ,"English, Hindi",
Luther: The Fallen Sun,"Crime, Drama, Mystery",6.4,58761, ,2023, ,English,
Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,226298,"470,116,094",2021,"200,000,000","English, American Sign Language",
RDX: Robert Dony Xavier,"Action, Adventure",7.3,3035,"1,718,847",2023, ,Malayalam,
Beaten to Death,Horror,4.9,206, ,2022,315000,English,
Day Shift,"Action, Comedy, Fantasy",6.1,86351, ,2022,"100,000,000","English, Spanish",
In the Land of Saints and Sinners,"Action, Crime, Thriller",7.9,102,"12,138",2023, ,English,
Weird: The Al Yankovic Story,"Comedy, Crime, Music",6.9,34420, ,2022,"8,000,000",English,
The Stranger,"Crime, Drama, Thriller",6.6,24012,"149,441",2022, ,English,
Jesus Revolution,Drama,7.1,11668,"53,495,248",2023, ,English,
The Pod Generation,"Comedy, Romance, Sci-Fi",5.5,1708,"31,569",2023, ,English,
Willy's Wonderland,"Action, Comedy, Horror",5.5,34881,"457,144",2021,"5,500,000",English,
About My Father,Comedy,5.7,8541,"18,167,819",2023, ,"English, Italian",
West Side Story,"Crime, Drama, Musical",7.2,91230,"76,016,171",2021,"100,000,000","English, Spanish",
Big George Foreman,"Biography, Drama, Sport",6.6,5979,"6,031,202",2023,"32,000,000",English,
Finestkind,"Crime, Drama, Thriller",6.4,164, ,2023, ,English,
The Power of the Dog,"Drama, Western",6.8,187645,"271,009",2021, ,English,
Knights of the Zodiac,"Action, Adventure, Drama",4.4,8548,"6,986,177",2023, ,English,
King Richard,"Biography, Drama, Sport",7.5,127883,"39,429,285",2021,"50,000,000","English, Spanish",
The Portable Door,"Adventure, Comedy, Fantasy",6.1,7131,"775,913",2023, ,English,
The Beast,"Drama, Romance, Sci-Fi",6.9,229, ,2023, ,French,
Midnight in the Switchgrass,"Action, Crime, Mystery",4.5,9561,"229,811",2021,"15,000,000",English,
Fallen Leaves,"Comedy, Drama",7.6,1989,"1,575,817",2023, ,Finnish,
Wifelike,"Sci-Fi, Thriller",4.9,2956, ,2022, ,English,
See How They Run,"Comedy, Crime, Mystery",6.5,59608,"21,966,634",2022,"40,000,000","English, Neapolitan, French",
Peter Pan & Wendy,"Action, Adventure, Comedy",4.4,26089, ,2023, ,English,
Roald Dahl's Matilda the Musical,"Comedy, Drama, Family",7,26165,"34,324,603",2022, ,English,
King of Kotha,"Action, Crime, Drama",6.1,5613,"844,233",2023, ,"Hindi, Telugu, Tamil, Malayalam",
Creed III,"Drama, Sport",6.8,84199,"275,248,615",2023,"75,000,000","English, Spanish, American Sign Language",
Cinderella,"Comedy, Family, Fantasy",4.4,45026, ,2021, ,English,
The Black Demon,"Horror, Sci-Fi, Thriller",3.7,7002,"3,446,755",2023, ,"English, Spanish",
The Ice Road,"Action, Adventure, Thriller",5.6,45336,"7,502,846",2021, ,English,
The Green Knight,"Adventure, Drama, Fantasy",6.6,110953,"18,887,953",2021, ,"Latin, English",
Crawlspace,Thriller,4.7,1714, ,2022, ,English,
Birth/Rebirth,"Drama, Horror, Thriller",6.1,2661,"138,617",2023, ,"English, Spanish",
Red Notice,"Action, Comedy, Thriller",6.3,301425,"178,143",2021,"200,000,000","English, Russian, Italian, Spanish, Indonesian",
Run Rabbit Run,"Horror, Thriller",5,9203,"325,017",2023, ,English,
The Mother,"Action, Thriller",5.6,42582, ,2023, ,English,
The Woman King,"Action, Drama, History",6.9,68248,"93,279,806",2022,"50,000,000","English, Portuguese, Fon",
Maggie Moore(s),"Comedy, Crime, Mystery",6.1,3221,"85,091",2023, ,English,
Notes of Autumn,"Comedy, Romance",6.5,539, ,2023, ,English,
Suitable Flesh,"Horror, Thriller",5.7,130, ,2023, ,English,
The Guilty,"Crime, Drama, Thriller",6.3,141094, ,2021, ,English,
Til Death Do Us Part,"Action, Comedy, Horror",4,1889,"113,607",2023,"3,000,000",English,
She Said,"Drama, History",7.3,35058,"13,935,435",2022,"32,000,000","English, Hebrew, Cantonese",
Miranda's Victim,"Biography, Crime, Drama",6.7,178, ,2023, , ,
Butcher's Crossing,"Drama, Western",6.1,314, ,2022, ,English,
House of Gucci,"Biography, Crime, Drama",6.6,151460,"153,269,161",2021,"75,000,000","English, Italian, Arabic, Spanish, Japanese, French",
Decision to Leave,"Crime, Drama, Mystery",7.3,48502,"22,581,906",2022,"10,000,000","Korean, Mandarin, English",
Ticket to Paradise,"Comedy, Romance",6.1,58931,"168,767,479",2022,"60,000,000","English, Indonesian, Italian, French",
7:11 PM,"Action, Sci-Fi, Thriller",7.7,6142, ,2023, ,Telugu,
Candyman,"Horror, Thriller",5.9,72656,"77,411,570",2021,"22,000,000","English, Ukrainian, French",
The Wonder,"Drama, Mystery, Thriller",6.6,41073, ,2022, ,English,
The Green Border,Drama,6.4,3693,"2,855,294",2023, ,"Polish, Arabic, English, French",
Guillermo del Toro's Pinocchio,"Animation, Drama, Family",7.6,105449,"109,846",2022,"35,000,000",English,
Sick,"Horror, Thriller",6,16449, ,2022, ,English,
The Curse of Bridge Hollow,"Adventure, Comedy, Family",5.5,10670, ,2022, ,English,
Close,Drama,7.8,28774,"5,213,591",2022, ,"French, Flemish, Dutch, English",
Redeeming Love,"Drama, Romance",6.7,10489,"9,464,198",2022, ,English,
What's Love Got to Do with It?,"Comedy, Romance",6.3,7498,"11,108,409",2022, ,"English, Urdu, Arabic",
The School for Good and Evil,"Action, Comedy, Drama",5.9,33604, ,2022, ,English,
One Perfect Match,Romance,7.2,198, ,2023, ,English,
The Immaculate Room,"Drama, Thriller",5,5211,"9,979",2022,"5,000,000",English,
Venom: Let There Be Carnage,"Action, Sci-Fi, Thriller",5.9,248247,"506,863,592",2021,"110,000,000","English, Spanish, Mandarin, Japanese",
Morbius,"Action, Adventure, Horror",5.2,142792,"167,460,961",2022,"75,000,000","English, Spanish, Russian",
Operation Napoleon,Thriller,6.1,1070,"468,257",2023, ,"Icelandic, English",
Crimes of the Future,"Drama, Horror, Sci-Fi",5.8,37849,"4,551,565",2022,"35,000,000",English,
Organ Trail,"Drama, Thriller, Western",5,788, ,2023, ,English,
Vikram,"Action, Crime, Thriller",8.3,67343,"29,837,637",2022,18000000,Tamil,
Boston Strangler,"Crime, Drama, History",6.5,28787, ,2023, ,English,
Mafia Mamma,"Action, Comedy, Crime",5.4,7173,"6,120,609",2023, ,English,
The Adam Project,"Action, Adventure, Comedy",6.7,220920, ,2022,"116,000,000","English, Persian",
Creation of the Gods I: Kingdom of Storms,"Drama, Fantasy",7.2,1803,"1,973,543",2023,109600000.00000001,Mandarin,
Resident Evil: Welcome to Raccoon City,"Action, Horror, Sci-Fi",5.2,60831,"41,914,915",2021,"25,000,000",English,
Johnny Z,"Action, Horror",6.1,692, ,2023,50,"English, Spanish",
The Tomorrow War,"Action, Adventure, Drama",6.6,219564,"14,400,000",2021,"200,000,000",English,
The Next 365 Days,"Drama, Romance",2.8,8746, ,2022, ,Polish,
A Thousand and One,"Crime, Drama",7,4379,"3,463,680",2023, ,English,
The Protégé,"Action, Thriller",6.1,36366,"8,737,253",2021, ,English,
The Outfit,"Crime, Drama, Mystery",7.2,58043,"4,032,313",2022, ,"English, French",
The Girl Who Escaped: The Kara Robinson Story,"Crime, Drama, Thriller",6.2,2713, ,2023, ,English,
Army of the Dead,"Action, Crime, Drama",5.8,181720, ,2021,"70,000,000","Bable, Polish, English, Spanish, German, French",
DC League of Super-Pets,"Animation, Action, Adventure",7.1,72148,"207,557,117",2022,"90,000,000","English, Spanish",
Chandramukhi 2,"Comedy, Drama, Horror",3.5,1504,"4,049",2023, ,Tamil,
Filip,"Drama, History, War",7,1311,"1,188,838",2022, ,"German, Polish, French, Yiddish",
Hotel Transylvania: Transformania,"Animation, Adventure, Comedy",6,36352, ,2022, ,English,
Buddy Games: Spring Awakening,Comedy,4.5,832, ,2023, ,English,
The Quiet Girl,Drama,7.7,17548,"6,037,058",2022, ,"Irish Gaelic, English",
Luck,"Animation, Adventure, Comedy",6.4,26122, ,2022, ,English,
Luca,"Animation, Adventure, Comedy",7.4,182121,"49,750,471",2021, ,"English, Italian",
Happy Ending,"Comedy, Romance",5.4,1220, ,2023, ,Dutch,
Elevator Game,Horror,4.2,1494,"268,136",2023, ,English,
Turning Red,"Animation, Adventure, Comedy",7,141674,"20,122,621",2022,"175,000,000","English, Cantonese, Korean",
Good Boy,"Horror, Thriller",6.1,503, ,2022, ,Norwegian,
Suzume,"Animation, Action, Adventure",7.7,27217,"174,033,203",2022, ,"Japanese, English",
Fool's Paradise,Comedy,4.7,3629,"878,32",2023, ,English,
Haunting of the Queen Mary,"Drama, Horror, Mystery",4.2,1531,"1,047,001",2023, ,English,
Palmer,Drama,7.2,40910, ,2021, ,English,
Wrong Turn,"Horror, Thriller",5.5,34690,"4,829,926",2021, ,English,
Last Summer,"Drama, Thriller",6.8,328,"863,525",2023, ,French,
Master Gardener,"Drama, Thriller",6.2,6077,"1,428,595",2022, ,English,
The Sadness,Horror,6.4,16822,"430,254",2021, ,Mandarin,
Miss Shetty Mr Polishetty,"Comedy, Drama, Romance",7.3,2078,"92,925",2023, ,"Hindi, Tamil, Telugu, Kannada, Malayalam",
You People,"Comedy, Romance",5.5,59848, ,2023, ,English,
Sharper,"Crime, Drama, Thriller",6.7,26129, ,2023, ,English,
Memory,"Action, Adventure, Crime",5.7,32679,"13,897,255",2022,"30,000,000","English, Spanish",
Nandor Fodor and the Talking Mongoose,"Comedy, Mystery",5.4,857, ,2023, ,English,
The Bad Guys,"Animation, Action, Adventure",6.8,52589,"250,162,278",2022,"70,000,000","English, Spanish",
Belfast,"Biography, Drama, Romance",7.3,84258,"49,158,343",2021,"11,000,000",English,
Ambulance,"Action, Crime, Drama",6.1,87615,"52,300,984",2022,"40,000,000","English, Spanish, Cantonese",
V/H/S/94,"Horror, Mystery, Thriller",5.5,11642, ,2021, ,English,
Nyad,"Biography, Drama, Sport",7.2,121, ,2023, ,English,
Kate,"Action, Adventure, Crime",6.2,68036, ,2021, ,English,
The Good Mother,"Crime, Drama, Mystery",4.6,744,"503,378",2023, ,English,
Book Club: The Next Chapter,Comedy,5.6,4774,"28,963,695",2023,"20,000,000","English, Italian",
Vacation Friends 2,"Action, Adventure, Comedy",5.3,5842, ,2023, ,English,
Things Heard & Seen,"Drama, Horror, Mystery",5.3,34760, ,2021, ,English,
Murder Mystery 2,"Action, Comedy, Crime",5.7,61920, ,2023, ,English,
Simulant,"Sci-Fi, Thriller",5.1,3942,"126,573",2023, , ,
Luckiest Girl Alive,"Drama, Mystery, Thriller",6.4,53468, ,2022, ,English,
Titane,"Drama, Horror, Sci-Fi",6.5,52475,"4,982,335",2021,5985000,French,
Clifford the Big Red Dog,"Animation, Adventure, Comedy",5.9,16090,"107,347,356",2021,"64,000,000","English, Spanish, Russian, Mandarin",
Pathaan,"Action, Adventure, Thriller",5.9,147472,"128,780,000",2023, ,"Hindi, English, Russian",
"Good Luck to You, Leo Grande","Comedy, Drama",7.2,33866,"9,795,364",2022, ,"English, Italian",
Don't Look Away,Horror,3.9,276, ,2023, ,English,
Bird Box: Barcelona,"Horror, Mystery, Sci-Fi",5.3,20653, ,2023, ,Spanish,
Persuasion,"Drama, Romance",5.8,33462, ,2022, ,English,
Space Jam: A New Legacy,"Animation, Adventure, Comedy",4.5,77794,"163,692,228",2021,"150,000,000",English,
Nightmare,"Horror, Thriller",5.3,537,"404,585",2022, ,Norwegian,
The Taste of Things,"Drama, History, Romance",7.5,303, ,2023, ,French,
Sniper. The White Raven,"Drama, War",6.4,4895,"6,105",2022,1047690,"Ukrainian, Russian",
The Beasts,"Drama, Thriller",7.5,14052,"10,003,295",2022,4095000,"French, Galician, Spanish",
The Passenger,Thriller,6.3,2285, ,2023, ,English,
Violent Night,"Action, Comedy, Thriller",6.7,78141,"76,004,405",2022,"20,000,000",English,
Emily the Criminal,"Crime, Drama, Thriller",6.7,48482,"2,157,673",2022,"3,000,000","English, Arabic, Spanish, Korean",
Jujutsu Kaisen 0,"Animation, Action, Fantasy",7.8,29262,"166,760,828",2021, ,Japanese,
Natty Knocks,"Horror, Thriller",4.2,621, ,2023, ,English,
No Sudden Move,"Crime, Drama, Mystery",6.4,39354, ,2021, ,English,
The Dive,Thriller,5.6,2231,"952,788",2023, , ,
Rise of the Footsoldier: Vengeance,Action,6.8,209,"467,02",2023, ,English,
Sick of Myself,"Drama, Horror",7.1,9559,"1,051,375",2022, ,"Norwegian, Swedish, English",
Sukhee,Drama,8.3,6091,"15,182",2023, ,"Hindi, English",
Assassin Club,"Action, Thriller",4.6,1900,"188,292",2023, ,English,
Ali & Ava,"Drama, Romance",6.7,2709,"872,81",2021, ,English,
Reality,Drama,6.7,12978,"1,132,229",2023, ,English,
Spider-Man: Lotus,"Action, Drama",3.3,2178, ,2023,125,English,
Asterix & Obelix: The Middle Kingdom,"Adventure, Comedy, Family",5.1,8144,"46,493,489",2023,65100000,French,
The Palace,"Comedy, Drama",5.1,362,"197,137",2023,22050000,"English, Italian",
Coming 2 America,"Comedy, Music",5.3,73518, ,2021,"60,000,000",English,
The Last Kingdom: Seven Kings Must Die,"Action, Drama, History",6.9,31912, ,2023, ,English,
Vacation Friends,"Adventure, Comedy",6.3,27613, ,2021, ,English,
War of the Worlds: The Attack,"Sci-Fi, Thriller",3.3,2359, ,2023, ,English,
Bone Cold,Thriller,4.6,274, ,2022, ,English,
His Three Daughters,Drama,7.3,118, ,2023, ,English,
Marcel the Shell with Shoes On,"Animation, Comedy, Drama",7.7,22681,"6,909,209",2021, ,English,
Jeepers Creepers: Reborn,"Horror, Mystery, Thriller",2.5,13159,"6,175,213",2022, ,English,
Do Revenge,Comedy,6.3,46864, ,2022,"25,000,000",English,
The Son,Drama,6.4,13159,"3,617,681",2022, ,English,
Malum,"Drama, Horror, Thriller",5.1,3704,"221,738",2023, ,English,
The Tragedy of Macbeth,"Drama, Mystery, Thriller",7.1,37935,"524,771",2021, ,"English, Persian",
Empire of Light,"Drama, Romance",6.6,21470,"11,395,604",2022, ,English,
Maybe I Do,"Comedy, Romance",4.9,5601,"4,450,096",2023,"7,500,000",English,
365 Days: This Day,"Drama, Romance",2.6,22975, ,2022, ,Polish,
Perfect Days,Drama,7.9,623,"4,029",2023, ,"Japanese, English",
Piggy,"Drama, Horror, Thriller",6.2,11288,"543,064",2022, ,"Spanish, English",
Mrs. Harris Goes to Paris,"Comedy, Drama",7.1,23402,"30,938,456",2022,"13,000,000","English, French",
Soft & Quiet,"Drama, Horror, Thriller",6.2,8579,"2,976",2022, ,English,
Mummies,"Animation, Adventure, Comedy",5.9,8014,"54,375,970",2023, ,"English, Spanish",
No One Gets Out Alive,"Drama, Horror, Mystery",5.4,19558, ,2021, ,English,
Surprised by Oxford,"Drama, Romance",6.7,129,"23,566",2023, , ,
Dear Evan Hansen,"Drama, Musical",6.1,17396,"19,133,454",2021,"28,000,000",English,
Through My Window,"Comedy, Drama, Romance",5.5,15549, ,2022, ,Spanish,
One Life,"Biography, Drama, History",8.3,110, ,2023, ,English,
Pig,"Drama, Mystery",6.9,84622,"3,889,432",2021, ,"English, Persian",
You Hurt My Feelings,"Comedy, Drama",6.6,7418,"5,698,637",2023, ,English,
Cosmic Sin,"Action, Sci-Fi",2.5,14721,"349,757",2021, ,English,
Spirit Halloween,"Adventure, Family, Fantasy",4.5,1169,"66,866",2022, ,English,
Memory,Drama,7,210, ,2023,100,English,
White Noise,"Comedy, Drama, Horror",5.7,41824,"71,728",2022,"145,000,000","English, German",
Blood & Gold,"Action, Drama, War",6.5,14451, ,2023, ,German,
Raya and the Last Dragon,"Animation, Action, Adventure",7.3,164574,"130,423,032",2021, ,English,
American Fiction,"Comedy, Drama",7.7,121, ,2023, ,English,
The Good Nurse,"Biography, Crime, Drama",6.8,74662,"14,943",2022, ,English,
Zom 100: Bucket List of the Dead,"Action, Comedy, Fantasy",5.5,4704, ,2023, ,Japanese,
Teen Wolf: The Movie,"Action, Drama, Fantasy",5.6,13088, ,2023, ,English,
Vengeance,"Comedy, Music, Mystery",6.8,31131,"4,370,536",2022, ,English,
River Wild,Thriller,5.5,3856, ,2023, ,English,
No Exit,"Drama, Mystery, Thriller",6.1,30133, ,2022, ,English,
Resident Evil: Death Island,"Animation, Action, Adventure",5.7,6378,"43,161",2023, ,"Japanese, English",
Orphan: First Kill,"Crime, Drama, Horror",5.9,43029,"37,083,743",2022,"10,000,000","English, Estonian",
Emancipation,"Action, Thriller",6.2,25100, ,2022,"120,000,000",English,
Evil Does Not Exist,"Drama, Music",7.4,310,"4,406",2023, ,Japanese,
Werewolves Within,"Comedy, Horror, Mystery",6,23478,"991,898",2021, ,English,
Dreamin' Wild,"Biography, Drama, Music",6.6,453,"293,85",2022, ,English,
Jerry and Marge Go Large,"Biography, Comedy, Drama",6.9,20194, ,2022, ,English,
Falcon Lake,"Drama, Fantasy, Romance",7.2,1660,"155,392",2022, ,"French, English",
Bandit,"Crime, Drama, Thriller",6.4,11321,"467,005",2022, ,English,
Jai Bhim,"Crime, Drama, Mystery",8.8,210989, ,2021, ,Tamil,
2018,"Action, Drama, Thriller",8.4,9463,"4,547,765",2023,3600000,Malayalam,
Mad God,"Animation, Fantasy, Horror",6.8,12981,"325,042",2021, ,None,
The Eight Mountains,Drama,7.7,10741,"11,140,198",2022,8071505.4,"Italian, English, Nepali",
Pinocchio,"Adventure, Comedy, Drama",5.1,40318,"33,731",2022,"150,000,000",English,
How to Have Sex,Drama,7,420, ,2023, ,English,
Hitman's Wife's Bodyguard,"Action, Comedy, Crime",6.1,103204,"70,094,113",2021,"70,000,000","English, Spanish, Japanese, Russian",
Your Place or Mine,"Comedy, Romance",5.7,35846, ,2023, ,English,
Beast,"Action, Adventure, Drama",5.6,37585,"59,095,809",2022,"36,000,000",English,
The Monkey King,"Animation, Action, Adventure",5.8,4787, ,2023, ,English,
Invitation to a Murder,"Mystery, Thriller",5.1,2948, ,2023, ,English,
The Mitchells vs the Machines,"Animation, Action, Adventure",7.6,121130, ,2021,"38,000,000",English,
Hustle,"Comedy, Drama, Sport",7.3,137226, ,2022, ,English,
Boy Kills World,"Action, Thriller",6.4,187, ,2023, ,English,
Honor Society,"Comedy, Romance",6.5,8598, ,2022,"20,000,000","English, German",
The Electrical Life of Louis Wain,"Biography, Drama, History",6.8,18533,"1,509,173",2021, ,English,
Karen,"Crime, Drama, Thriller",3.1,3037, ,2021, ,English,
Lost in the Stars,"Crime, Drama, Mystery",6.4,1492,"3,144,215",2022,9590000,"Mandarin, Thai, English",
Cry Macho,Drama,5.7,31385,"16,510,734",2021, ,"English, Spanish, American Sign Language",
Incantation,"Horror, Mystery",6.2,18579, ,2022,1395000,Mandarin,
Choose Love,"Comedy, Romance",5,2540, ,2023, ,English,
Scrapper,"Comedy, Drama",7.2,1582,"939,631",2023, ,English,
The Innocents,"Drama, Fantasy, Horror",7,22207,"252,479",2021, ,Norwegian,
V/H/S/99,Horror,5.1,6800, ,2022, ,English,
